ano,name_artist,Gêneros,num
2017,8-Bit Misfits,8-bit,1
2016,Pentatonix,a cappella,1
2015,Pentatonix,a cappella,1
2015,Pentatonix,a cappella,1
2012,Pentatonix,a cappella,1
2012,The Manhattan Transfer,a cappella,1
2008,The Madison Project,a cappella,1
1984,The Manhattan Transfer,a cappella,1
1983,The Manhattan Transfer,a cappella,1
1982,The Nylons,a cappella,1
1981,The Manhattan Transfer,a cappella,1
1979,The Manhattan Transfer,a cappella,1
1979,The Manhattan Transfer,a cappella,1
1970,The Manhattan Transfer,a cappella,1
2015,Lil' Louis,acid house,1
2010,S'Express,acid house,1
1992,The KLF,acid house,1
1992,The KLF,acid house,1
1992,The KLF,acid house,1
1990,The Shamen,acid house,1
2019,Average White Band,acid jazz,1
2017,Thievery Corporation,acid jazz,1
2016,Average White Band,acid jazz,1
2016,Average White Band,acid jazz,1
2013,Jamiroquai,acid jazz,1
2009,Average White Band,acid jazz,1
2009,Average White Band,acid jazz,1
2009,Average White Band,acid jazz,1
1994,The Brand New Heavies,acid jazz,1
1994,The Brand New Heavies,acid jazz,1
1993,Us3,acid jazz,1
1992,Stereo MC's,acid jazz,1
1992,Stereo MC's,acid jazz,1
1990,Stereo MC's,acid jazz,1
1980,Average White Band,acid jazz,1
1973,Donald Byrd,acid jazz,1
1972,The Dynamics,acid jazz,1
2015,Slim Harpo,acoustic blues,1
2014,Koko Taylor,acoustic blues,1
2016,Suy Galvez,acoustic opm,1
2019,Five For Fighting,acoustic pop,1
2019,Josh Kelley,acoustic pop,1
2018,Jason Mraz,acoustic pop,1
2017,Sister Hazel,acoustic pop,1
2015,Ben Rector,acoustic pop,1
2014,Ingrid Michaelson,acoustic pop,1
2013,Sara Bareilles,acoustic pop,1
2013,Sara Bareilles,acoustic pop,1
2013,Gavin DeGraw,acoustic pop,1
2012,Jason Mraz,acoustic pop,1
2011,Gavin DeGraw,acoustic pop,1
2011,Matt Nathanson,acoustic pop,1
2011,Mat Kearney,acoustic pop,1
2010,Sara Bareilles,acoustic pop,1
2009,Rob Thomas,acoustic pop,1
2009,Kris Allen,acoustic pop,1
2009,Rob Thomas,acoustic pop,1
2009,Rob Thomas,acoustic pop,1
2009,Mat Kearney,acoustic pop,1
2009,Parachute,acoustic pop,1
2009,Kris Allen,acoustic pop,1
2009,Kris Allen,acoustic pop,1
2009,Landon Pigg,acoustic pop,1
2009,Anya Marina,acoustic pop,1
2008,Jason Mraz,acoustic pop,1
2008,Jason Mraz,acoustic pop,1
2008,O.A.R.,acoustic pop,1
2008,Ray LaMontagne,acoustic pop,1
2008,Ingrid Michaelson,acoustic pop,1
2008,Gavin DeGraw,acoustic pop,1
2008,Gavin DeGraw,acoustic pop,1
2008,Ferras,acoustic pop,1
2008,Joshua Radin,acoustic pop,1
2008,Augustana,acoustic pop,1
2007,Matt Nathanson,acoustic pop,1
2007,Sara Bareilles,acoustic pop,1
2007,Ingrid Michaelson,acoustic pop,1
2007,Rob Thomas,acoustic pop,1
2006,Five For Fighting,acoustic pop,1
2006,Teddy Geiger,acoustic pop,1
2006,Mat Kearney,acoustic pop,1
2005,Rob Thomas,acoustic pop,1
2005,Rob Thomas,acoustic pop,1
2005,Rob Thomas,acoustic pop,1
2005,Rob Thomas,acoustic pop,1
2005,Jason Mraz,acoustic pop,1
2005,Augustana,acoustic pop,1
2005,Anna Nalick,acoustic pop,1
2004,Gavin DeGraw,acoustic pop,1
2003,Howie Day,acoustic pop,1
2003,Gavin DeGraw,acoustic pop,1
2003,Five For Fighting,acoustic pop,1
2002,Jason Mraz,acoustic pop,1
2000,Five For Fighting,acoustic pop,1
2000,Sister Hazel,acoustic pop,1
1999,Edwin McCain,acoustic pop,1
1998,David Gray,acoustic pop,1
1997,Edwin McCain,acoustic pop,1
1995,Edwin McCain,acoustic pop,1
2019,Peabo Bryson,adult standards,1
2019,James Ingram,adult standards,1
2019,Chicago,adult standards,1
2019,Chicago,adult standards,1
2019,Seals and Crofts,adult standards,1
2019,Dionne Warwick,adult standards,1
2019,Brook Benton,adult standards,1
2019,Trini Lopez,adult standards,1
2019,Frankie Valli & The Four Seasons,adult standards,1
2019,Herman's Hermits,adult standards,1
2019,Ben E. King,adult standards,1
2019,Herman's Hermits,adult standards,1
2019,The Drifters,adult standards,1
2019,The Association,adult standards,1
2019,The Searchers,adult standards,1
2019,The Chiffons,adult standards,1
2019,The Drifters,adult standards,1
2019,Herman's Hermits,adult standards,1
2019,Frankie Valli & The Four Seasons,adult standards,1
2019,Trini Lopez,adult standards,1
2019,Sandie Shaw,adult standards,1
2019,Sandie Shaw,adult standards,1
2019,Sandie Shaw,adult standards,1
2019,Al Martino,adult standards,1
2019,The Chiffons,adult standards,1
2019,The Everly Brothers,adult standards,1
2019,The Searchers,adult standards,1
2019,The Coasters,adult standards,1
2019,The Chiffons,adult standards,1
2019,Linda Ronstadt,adult standards,1
2019,The Searchers,adult standards,1
2019,Brook Benton,adult standards,1
2019,Peabo Bryson,adult standards,1
2018,Rod Stewart,adult standards,1
2018,Neil Diamond,adult standards,1
2018,Kenny Rogers,adult standards,1
2018,Kenny Rogers,adult standards,1
2018,Air Supply,adult standards,1
2018,Bette Midler,adult standards,1
2018,Stephen Bishop,adult standards,1
2018,Melissa Manchester,adult standards,1
2018,Air Supply,adult standards,1
2018,Neil Diamond,adult standards,1
2018,Carpenters,adult standards,1
2018,Neil Diamond,adult standards,1
2018,Air Supply,adult standards,1
2018,Kenny Rogers,adult standards,1
2018,Melissa Manchester,adult standards,1
2018,Bette Midler,adult standards,1
2018,Carpenters,adult standards,1
2018,Kenny Rogers,adult standards,1
2018,Chicago,adult standards,1
2018,James Darren,adult standards,1
2018,Melissa Manchester,adult standards,1
2018,Chicago,adult standards,1
2018,Rod Stewart,adult standards,1
2018,Olivia Newton-John,adult standards,1
2018,Barry White,adult standards,1
2018,Carpenters,adult standards,1
2018,The Fortunes,adult standards,1
2018,The Fortunes,adult standards,1
2018,Carpenters,adult standards,1
2018,The Lettermen,adult standards,1
2018,Jack Jones,adult standards,1
2018,The Platters,adult standards,1
2018,Brian Hyland,adult standards,1
2018,Jack Jones,adult standards,1
2018,Brian Hyland,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Brian Hyland,adult standards,1
2018,Sonny & Cher,adult standards,1
2018,Herb Alpert & The Tijuana Brass,adult standards,1
2018,Roy Orbison,adult standards,1
2018,Bobby Goldsboro,adult standards,1
2018,Louis Armstrong,adult standards,1
2018,The Fortunes,adult standards,1
2018,Gene Pitney,adult standards,1
2018,The Fortunes,adult standards,1
2018,Roy Orbison,adult standards,1
2018,The Fortunes,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Tom Jones,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Ben E. King,adult standards,1
2018,Gene Pitney,adult standards,1
2018,Frank Ifield,adult standards,1
2018,George Benson,adult standards,1
2018,Bette Midler,adult standards,1
2018,Dionne Warwick,adult standards,1
2017,Herb Alpert & The Tijuana Brass,adult standards,1
2017,Olivia Newton-John,adult standards,1
2017,Bette Midler,adult standards,1
2017,Anne Murray,adult standards,1
2017,Glen Campbell,adult standards,1
2017,Neil Diamond,adult standards,1
2017,Chicago,adult standards,1
2017,Anne Murray,adult standards,1
2017,Chicago,adult standards,1
2017,Frankie Valli & The Four Seasons,adult standards,1
2017,Anne Murray,adult standards,1
2017,Anne Murray,adult standards,1
2017,Petula Clark,adult standards,1
2017,Petula Clark,adult standards,1
2017,Anne Murray,adult standards,1
2017,Neil Diamond,adult standards,1
2017,Diana Ross,adult standards,1
2017,Neil Diamond,adult standards,1
2017,Engelbert Humperdinck,adult standards,1
2017,Petula Clark,adult standards,1
2017,Neil Diamond,adult standards,1
2017,Petula Clark,adult standards,1
2017,The Everly Brothers,adult standards,1
2017,Neil Diamond,adult standards,1
2017,Jerry Vale,adult standards,1
2017,Jerry Vale,adult standards,1
2017,Jerry Vale,adult standards,1
2017,Jerry Vale,adult standards,1
2017,The Everly Brothers,adult standards,1
2017,Roy Orbison,adult standards,1
2017,Bert Kaempfert,adult standards,1
2016,Rod Stewart,adult standards,1
2016,Dionne Warwick,adult standards,1
2016,Dionne Warwick,adult standards,1
2016,Rod Stewart,adult standards,1
2016,George Benson,adult standards,1
2016,Al Martino,adult standards,1
2016,Gilbert O'Sullivan,adult standards,1
2016,Dionne Warwick,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Brook Benton,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Cilla Black,adult standards,1
2016,Chubby Checker,adult standards,1
2016,The Righteous Brothers,adult standards,1
2016,Ben E. King,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Dusty Springfield,adult standards,1
2016,The Searchers,adult standards,1
2016,Cilla Black,adult standards,1
2016,Ray Peterson,adult standards,1
2016,Bobby Goldsboro,adult standards,1
2016,Trini Lopez,adult standards,1
2016,Etta James,adult standards,1
2015,Burl Ives,adult standards,1
2015,Glen Campbell,adult standards,1
2015,Frank Sinatra,adult standards,1
2015,Wayne Newton,adult standards,1
2015,The 5th Dimension,adult standards,1
2015,Lou Rawls,adult standards,1
2015,Dion,adult standards,1
2015,Al Martino,adult standards,1
2015,Petula Clark,adult standards,1
2015,Etta James,adult standards,1
2015,The Righteous Brothers,adult standards,1
2015,Johnny Mathis,adult standards,1
2015,Olivia Newton-John,adult standards,1
2015,Linda Ronstadt,adult standards,1
2014,Air Supply,adult standards,1
2014,Sheena Easton,adult standards,1
2014,Sheena Easton,adult standards,1
2014,Sheena Easton,adult standards,1
2014,Linda Ronstadt,adult standards,1
2014,Engelbert Humperdinck,adult standards,1
2014,Linda Ronstadt,adult standards,1
2014,Linda Ronstadt,adult standards,1
2014,Frankie Valli,adult standards,1
2014,Carly Simon,adult standards,1
2014,The Stylistics,adult standards,1
2014,Linda Ronstadt,adult standards,1
2014,Neil Diamond,adult standards,1
2014,Neil Diamond,adult standards,1
2014,Neil Diamond,adult standards,1
2014,Petula Clark,adult standards,1
2014,Dean Martin,adult standards,1
2014,Petula Clark,adult standards,1
2014,Dean Martin,adult standards,1
2014,Frankie Valli,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Patti Page,adult standards,1
2014,Robert Goulet,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Bobby Rydell,adult standards,1
2014,Dean Martin,adult standards,1
2014,Dean Martin,adult standards,1
2014,Bobby Rydell,adult standards,1
2014,Dean Martin,adult standards,1
2014,Johnny Tillotson,adult standards,1
2014,Eydie Gormé,adult standards,1
2014,Burl Ives,adult standards,1
2014,Lou Rawls,adult standards,1
2014,Johnny Mathis,adult standards,1
2014,Johnny Mathis,adult standards,1
2014,Frankie Valli,adult standards,1
2013,Michael Bublé,adult standards,1
2013,Chicago,adult standards,1
2013,Paul Anka,adult standards,1
2013,Boz Scaggs,adult standards,1
2013,Chicago,adult standards,1
2013,Chicago,adult standards,1
2013,B.J. Thomas,adult standards,1
2013,Chicago,adult standards,1
2013,Chicago,adult standards,1
2013,Chicago,adult standards,1
2013,Boz Scaggs,adult standards,1
2013,Andy Williams,adult standards,1
2013,Chicago,adult standards,1
2013,Dean Martin,adult standards,1
2013,Andy Williams,adult standards,1
2013,Glen Campbell,adult standards,1
2013,Margaret Whiting,adult standards,1
2013,Chris Montez,adult standards,1
2013,Chris Montez,adult standards,1
2013,Dionne Warwick,adult standards,1
2013,Bobby Goldsboro,adult standards,1
2013,Tony Bennett,adult standards,1
2013,Andy Williams,adult standards,1
2013,Bobby Goldsboro,adult standards,1
2013,Andy Williams,adult standards,1
2013,Dean Martin,adult standards,1
2013,Tony Bennett,adult standards,1
2013,Brook Benton,adult standards,1
2013,Tony Bennett,adult standards,1
2013,Andy Williams,adult standards,1
2013,Roberta Flack,adult standards,1
2013,Andy Williams,adult standards,1
2013,Andy Williams,adult standards,1
2013,Andy Williams,adult standards,1
2013,Andy Williams,adult standards,1
2013,Andy Williams,adult standards,1
2013,Kenny Rogers,adult standards,1
2013,Margaret Whiting,adult standards,1
2012,Michael Bublé,adult standards,1
2012,Michael Bublé,adult standards,1
2012,Lionel Richie,adult standards,1
2012,Lionel Richie,adult standards,1
2012,Chicago,adult standards,1
2012,Chicago,adult standards,1
2012,Chicago,adult standards,1
2012,Leo Sayer,adult standards,1
2012,Neil Sedaka,adult standards,1
2012,Neil Sedaka,adult standards,1
2012,Chicago,adult standards,1
2012,Gilbert O'Sullivan,adult standards,1
2012,Barbra Streisand,adult standards,1
2012,Bread,adult standards,1
2012,The Searchers,adult standards,1
2012,Roger Williams,adult standards,1
2012,Roger Williams,adult standards,1
2012,Cilla Black,adult standards,1
2012,The Cascades,adult standards,1
2012,Neil Sedaka,adult standards,1
2012,Billy Vaughn,adult standards,1
2012,Eydie Gormé,adult standards,1
2011,Tony Bennett,adult standards,1
2011,Al Martino,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Dusty Springfield,adult standards,1
2011,Dusty Springfield,adult standards,1
2011,Etta James,adult standards,1
2011,Gary Lewis & The Playboys,adult standards,1
2011,Roy Orbison,adult standards,1
2011,The Bachelors,adult standards,1
2011,Glen Campbell,adult standards,1
2011,Johnny Tillotson,adult standards,1
2011,Gary Lewis & The Playboys,adult standards,1
2011,Peggy Lee,adult standards,1
2011,Sue Thompson,adult standards,1
2011,Johnny Tillotson,adult standards,1
2011,Tony Bennett,adult standards,1
2011,Brook Benton,adult standards,1
2011,The 5th Dimension,adult standards,1
2011,The 5th Dimension,adult standards,1
2011,The 5th Dimension,adult standards,1
2011,The 5th Dimension,adult standards,1
2011,Gary Lewis & The Playboys,adult standards,1
2011,Bobby Vee,adult standards,1
2010,Barbra Streisand,adult standards,1
2010,Del Shannon,adult standards,1
2010,George Benson,adult standards,1
2010,101 Strings Orchestra,adult standards,1
2010,George Benson,adult standards,1
2010,Jim Reeves,adult standards,1
2010,Del Shannon,adult standards,1
2010,Gary Lewis & The Playboys,adult standards,1
2010,Del Shannon,adult standards,1
2010,The Searchers,adult standards,1
2010,Jim Reeves,adult standards,1
2010,The Searchers,adult standards,1
2010,Wayne Newton,adult standards,1
2010,Gary Lewis & The Playboys,adult standards,1
2010,Gary Lewis & The Playboys,adult standards,1
2010,Bobby Vee,adult standards,1
2010,Rod Stewart,adult standards,1
2010,Al Martino,adult standards,1
2009,Michael Bublé,adult standards,1
2009,Michael Bublé,adult standards,1
2009,Johnny Mathis,adult standards,1
2009,Helen Reddy,adult standards,1
2009,Leo Sayer,adult standards,1
2009,Perry Como,adult standards,1
2009,Helen Reddy,adult standards,1
2009,Jay & The Americans,adult standards,1
2009,Andy Williams,adult standards,1
2009,Tom Jones,adult standards,1
2009,Glen Campbell,adult standards,1
2009,Herman's Hermits,adult standards,1
2009,Andy Williams,adult standards,1
2009,The Bachelors,adult standards,1
2009,The Bachelors,adult standards,1
2009,The Bachelors,adult standards,1
2009,Tom Jones,adult standards,1
2009,Herman's Hermits,adult standards,1
2009,Roy Orbison,adult standards,1
2009,The Bachelors,adult standards,1
2009,Roy Orbison,adult standards,1
2009,The Bachelors,adult standards,1
2009,Andy Williams,adult standards,1
2009,Andy Williams,adult standards,1
2009,Eydie Gormé,adult standards,1
2009,The Bachelors,adult standards,1
2008,Sheena Easton,adult standards,1
2008,Al Jarreau,adult standards,1
2008,Kenny Rogers,adult standards,1
2008,Sheena Easton,adult standards,1
2008,Engelbert Humperdinck,adult standards,1
2008,The Lettermen,adult standards,1
2008,Glen Campbell,adult standards,1
2008,The Lettermen,adult standards,1
2008,The Lettermen,adult standards,1
2008,Gary Lewis & The Playboys,adult standards,1
2008,Gary Lewis & The Playboys,adult standards,1
2008,Gary Lewis & The Playboys,adult standards,1
2008,Jack Jones,adult standards,1
2008,Herman's Hermits,adult standards,1
2008,Peter Cetera,adult standards,1
2008,Glen Campbell,adult standards,1
2008,Anne Murray,adult standards,1
2008,Bobby Goldsboro,adult standards,1
2008,Bobby Goldsboro,adult standards,1
2007,Michael Bublé,adult standards,1
2007,Michael Bublé,adult standards,1
2007,Lou Rawls,adult standards,1
2007,Lou Rawls,adult standards,1
2007,Barry Manilow,adult standards,1
2007,Bobby Goldsboro,adult standards,1
2007,Bobby Goldsboro,adult standards,1
2007,Bobby Goldsboro,adult standards,1
2007,Dion,adult standards,1
2007,Dion,adult standards,1
2007,Dion,adult standards,1
2007,Engelbert Humperdinck,adult standards,1
2007,Frank Sinatra,adult standards,1
2007,Engelbert Humperdinck,adult standards,1
2007,The Drifters,adult standards,1
2007,Bobby Darin,adult standards,1
2007,Frankie Valli & The Four Seasons,adult standards,1
2006,Lionel Richie,adult standards,1
2006,Kenny Rogers,adult standards,1
2006,Michael Bolton,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Barry Manilow,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Bobby Vinton,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Bobby Vinton,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Helen Reddy,adult standards,1
2006,Dusty Springfield,adult standards,1
2006,Vikki Carr,adult standards,1
2006,The Association,adult standards,1
2006,Nancy Sinatra,adult standards,1
2006,Nancy Sinatra,adult standards,1
2006,Tony Bennett,adult standards,1
2006,The Association,adult standards,1
2006,The Association,adult standards,1
2006,Nancy Sinatra,adult standards,1
2006,The Association,adult standards,1
2006,Dusty Springfield,adult standards,1
2006,Nancy Sinatra,adult standards,1
2006,Tony Bennett,adult standards,1
2006,Gerry & The Pacemakers,adult standards,1
2006,Al Martino,adult standards,1
2006,Gerry & The Pacemakers,adult standards,1
2006,Al Martino,adult standards,1
2006,The Association,adult standards,1
2006,Paul Anka,adult standards,1
2006,Henry Mancini,adult standards,1
2006,Boz Scaggs,adult standards,1
2006,Boz Scaggs,adult standards,1
2006,Boz Scaggs,adult standards,1
2006,The Righteous Brothers,adult standards,1
2006,The Righteous Brothers,adult standards,1
2006,The Righteous Brothers,adult standards,1
2006,Boz Scaggs,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,Jackie Wilson,adult standards,1
2006,The Righteous Brothers,adult standards,1
2006,Count Basie,adult standards,1
2005,Michael Bublé,adult standards,1
2005,Michael Bublé,adult standards,1
2005,Nat King Cole,adult standards,1
2005,Peabo Bryson,adult standards,1
2005,Chicago,adult standards,1
2005,Chicago,adult standards,1
2005,Peabo Bryson,adult standards,1
2005,Barry Manilow,adult standards,1
2005,Barry Manilow,adult standards,1
2005,Peabo Bryson,adult standards,1
2005,Roberta Flack,adult standards,1
2005,Ambrosia,adult standards,1
2005,Barry Manilow,adult standards,1
2005,The Stylistics,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,The Stylistics,adult standards,1
2005,The Stylistics,adult standards,1
2005,The Stylistics,adult standards,1
2005,The Stylistics,adult standards,1
2005,Connie Francis,adult standards,1
2005,Nancy Wilson,adult standards,1
2005,James Darren,adult standards,1
2005,Connie Francis,adult standards,1
2005,Trini Lopez,adult standards,1
2005,Trini Lopez,adult standards,1
2005,Connie Francis,adult standards,1
2005,The Drifters,adult standards,1
2005,Trini Lopez,adult standards,1
2005,Trini Lopez,adult standards,1
2005,The Drifters,adult standards,1
2005,Connie Francis,adult standards,1
2005,Timi Yuro,adult standards,1
2005,Ben E. King,adult standards,1
2005,The Drifters,adult standards,1
2005,Connie Francis,adult standards,1
2005,Trini Lopez,adult standards,1
2005,Connie Francis,adult standards,1
2005,Trini Lopez,adult standards,1
2005,Bobby Rydell,adult standards,1
2005,Connie Francis,adult standards,1
2005,Trini Lopez,adult standards,1
2005,The Drifters,adult standards,1
2005,The Drifters,adult standards,1
2005,The Drifters,adult standards,1
2005,Peter Cetera,adult standards,1
2005,The Stylistics,adult standards,1
2005,Barry Manilow,adult standards,1
2005,Barry Manilow,adult standards,1
2005,Barry Manilow,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,Gene Pitney,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,Gene Pitney,adult standards,1
2005,The Platters,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,The Platters,adult standards,1
2005,B.J. Thomas,adult standards,1
2005,Gene Pitney,adult standards,1
2005,B.J. Thomas,adult standards,1
2004,Melissa Manchester,adult standards,1
2004,Johnny Mathis,adult standards,1
2004,Bobby Darin,adult standards,1
2004,Gerry & The Pacemakers,adult standards,1
2004,Bobby Darin,adult standards,1
2004,Leo Sayer,adult standards,1
2004,Leo Sayer,adult standards,1
2004,Leo Sayer,adult standards,1
2004,Shirley Bassey,adult standards,1
2004,Andy Williams,adult standards,1
2004,The Searchers,adult standards,1
2004,The Searchers,adult standards,1
2003,Lionel Richie,adult standards,1
2003,Barry White,adult standards,1
2003,Frankie Valli & The Four Seasons,adult standards,1
2003,Air Supply,adult standards,1
2003,Air Supply,adult standards,1
2003,Air Supply,adult standards,1
2003,Air Supply,adult standards,1
2003,Air Supply,adult standards,1
2003,Frankie Valli,adult standards,1
2003,Natalie Cole,adult standards,1
2003,Barry White,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,Petula Clark,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,The 5th Dimension,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Jack Jones,adult standards,1
2003,Frankie Valli,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Petula Clark,adult standards,1
2003,Jack Jones,adult standards,1
2003,Jack Jones,adult standards,1
2003,Frankie Valli & The Four Seasons,adult standards,1
2003,Natalie Cole,adult standards,1
2003,Ray Conniff,adult standards,1
2003,Engelbert Humperdinck,adult standards,1
2002,Chicago,adult standards,1
2002,Chicago,adult standards,1
2002,Chicago,adult standards,1
2002,Chicago,adult standards,1
2002,Chicago,adult standards,1
2002,Barbra Streisand,adult standards,1
2002,Barry Manilow,adult standards,1
2002,Barbra Streisand,adult standards,1
2002,Barry Manilow,adult standards,1
2002,Frankie Avalon,adult standards,1
2002,Barry Manilow,adult standards,1
2002,Neil Diamond,adult standards,1
2002,Barbra Streisand,adult standards,1
2002,Barbra Streisand,adult standards,1
2002,Jackie Wilson,adult standards,1
2001,Diana Ross,adult standards,1
2001,Commodores,adult standards,1
2001,Lionel Richie,adult standards,1
2001,Anne Murray,adult standards,1
2001,Paul Anka,adult standards,1
2001,Ed Ames,adult standards,1
2001,Ed Ames,adult standards,1
2001,Johnny Tillotson,adult standards,1
2001,Johnny Tillotson,adult standards,1
2001,Ed Ames,adult standards,1
2001,Johnny Tillotson,adult standards,1
2001,Johnny Tillotson,adult standards,1
2001,Ed Ames,adult standards,1
2001,Dan Hill,adult standards,1
2001,Dan Fogelberg,adult standards,1
2001,Dan Fogelberg,adult standards,1
2001,Dan Fogelberg,adult standards,1
2000,Anne Murray,adult standards,1
2000,Don McLean,adult standards,1
2000,Don McLean,adult standards,1
2000,Sonny & Cher,adult standards,1
2000,Lou Rawls,adult standards,1
2000,Lou Rawls,adult standards,1
2000,Lou Rawls,adult standards,1
2000,Lou Rawls,adult standards,1
2000,Sam Cooke,adult standards,1
2000,The Searchers,adult standards,1
2000,The 5th Dimension,adult standards,1
2000,Duane Eddy,adult standards,1
2000,Henry Mancini,adult standards,1
2000,Ricky Nelson,adult standards,1
2000,Johnny Tillotson,adult standards,1
2000,Johnny Tillotson,adult standards,1
2000,The 5th Dimension,adult standards,1
1999,Eric Carmen,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,Perry Como,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,Etta James,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,The 5th Dimension,adult standards,1
1999,Neil Sedaka,adult standards,1
1999,Neil Sedaka,adult standards,1
1999,The Righteous Brothers,adult standards,1
1999,The Bachelors,adult standards,1
1999,Neil Sedaka,adult standards,1
1999,The Bachelors,adult standards,1
1999,Neil Sedaka,adult standards,1
1999,James Ingram,adult standards,1
1999,James Ingram,adult standards,1
1998,Engelbert Humperdinck,adult standards,1
1998,Cliff Richard,adult standards,1
1998,Ben E. King,adult standards,1
1998,Sonny & Cher,adult standards,1
1998,Paul Anka,adult standards,1
1998,Anne Murray,adult standards,1
1998,Anne Murray,adult standards,1
1998,Lou Rawls,adult standards,1
1998,Lou Rawls,adult standards,1
1998,Bobby Vee,adult standards,1
1998,Lou Rawls,adult standards,1
1998,Bobby Vee,adult standards,1
1998,Bobby Vee,adult standards,1
1998,Bobby Vee,adult standards,1
1998,Rod Stewart,adult standards,1
1998,Shirley Bassey,adult standards,1
1997,Melissa Manchester,adult standards,1
1997,Melissa Manchester,adult standards,1
1997,Melissa Manchester,adult standards,1
1997,Tom Jones,adult standards,1
1997,Tom Jones,adult standards,1
1997,Tom Jones,adult standards,1
1997,Tom Jones,adult standards,1
1997,Tom Jones,adult standards,1
1997,Tom Jones,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Bobby Darin,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Jim Reeves,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Tom Jones,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
