ano,name_artist,Gêneros,num
2015,Tag Team,miami bass,1
2009,Dj Laz,miami bass,1
2002,MC Nas-D,miami bass,1
1997,Kinsu,miami bass,1
1996,95 South,miami bass,1
1995,95 South,miami bass,1
1994,69 Boyz,miami bass,1
1994,69 Boyz,miami bass,1
1993,Tag Team,miami bass,1
1992,Duice,miami bass,1
1992,M.C. Luscious,miami bass,1
1988,MC Nas-D,miami bass,1
1988,L'Trimm,miami bass,1
2018,Ski Mask The Slump God,miami hip hop,1
2016,Kent Jones,miami hip hop,1
2015,LunchMoney Lewis,miami hip hop,1
2011,The Witches,michigan indie,1
2019,Karyn White,minneapolis sound,1
2014,Taja Sevelle,minneapolis sound,1
1994,Karyn White,minneapolis sound,1
1994,Karyn White,minneapolis sound,1
1991,Natural Selection,minneapolis sound,1
1991,Martika,minneapolis sound,1
1991,Martika,minneapolis sound,1
1991,Karyn White,minneapolis sound,1
1988,Martika,minneapolis sound,1
1988,Karyn White,minneapolis sound,1
1988,Martika,minneapolis sound,1
1988,Karyn White,minneapolis sound,1
1988,Martika,minneapolis sound,1
1988,Karyn White,minneapolis sound,1
1987,Wendy & Lisa,minneapolis sound,1
1987,The Truth,mod revival,1
2016,The 1975,modern alternative rock,1
2015,The Revivalists,modern alternative rock,1
2015,X Ambassadors,modern alternative rock,1
2015,X Ambassadors,modern alternative rock,1
2014,KONGOS,modern alternative rock,1
2013,The 1975,modern alternative rock,1
2011,Alex Clare,modern alternative rock,1
2008,Carolina Liar,modern alternative rock,1
2016,Steven Tyler,modern country rock,1
2013,Charlie Worsham,modern country rock,1
2011,Steven Tyler,modern country rock,1
2018,Imagine Dragons,modern rock,1
2018,AJR,modern rock,1
2018,Imagine Dragons,modern rock,1
2017,Imagine Dragons,modern rock,1
2017,Imagine Dragons,modern rock,1
2017,Imagine Dragons,modern rock,1
2017,AJR,modern rock,1
2016,Jon Bellion,modern rock,1
2016,The Fray,modern rock,1
2016,Alice Merton,modern rock,1
2015,Imagine Dragons,modern rock,1
2015,Imagine Dragons,modern rock,1
2015,Imagine Dragons,modern rock,1
2015,Imagine Dragons,modern rock,1
2014,The Fray,modern rock,1
2013,AJR,modern rock,1
2012,Imagine Dragons,modern rock,1
2012,Imagine Dragons,modern rock,1
2012,Imagine Dragons,modern rock,1
2012,Imagine Dragons,modern rock,1
2012,Muse,modern rock,1
2012,The Fray,modern rock,1
2010,Muse,modern rock,1
2009,Muse,modern rock,1
2009,Thirty Seconds To Mars,modern rock,1
2009,Thirty Seconds To Mars,modern rock,1
2009,The Fray,modern rock,1
2009,The Fray,modern rock,1
2009,The Fray,modern rock,1
2009,Thirty Seconds To Mars,modern rock,1
2008,The All-American Rejects,modern rock,1
2008,The All-American Rejects,modern rock,1
2006,The Fray,modern rock,1
2005,The Fray,modern rock,1
2005,The Fray,modern rock,1
2005,The All-American Rejects,modern rock,1
2005,The Fray,modern rock,1
2005,The All-American Rejects,modern rock,1
2005,The All-American Rejects,modern rock,1
2005,Thirty Seconds To Mars,modern rock,1
2005,Thirty Seconds To Mars,modern rock,1
2004,Jimmy Eat World,modern rock,1
2002,The All-American Rejects,modern rock,1
2001,Jimmy Eat World,modern rock,1
2001,Jimmy Eat World,modern rock,1
1981,Henry Paul Band,modern southern rock,1
2005,Hot Butter,moog,1
2019,Bobby Hebb,motown,1
2019,The Capitols,motown,1
2017,Dobie Gray,motown,1
2017,Shorty Long,motown,1
2017,Kim Weston,motown,1
2014,Bob & Earl,motown,1
2013,Dobie Gray,motown,1
2013,Shorty Long,motown,1
2011,Eddie Holland,motown,1
2010,Tammi Terrell,motown,1
2010,Tammi Terrell,motown,1
2010,Tammi Terrell,motown,1
2010,Dobie Gray,motown,1
2009,Eddie Holland,motown,1
2009,Erma Franklin,motown,1
2008,James Brown & The Famous Flames,motown,1
2008,James Brown & The Famous Flames,motown,1
2007,Shorty Long,motown,1
2007,James Brown & The Famous Flames,motown,1
2007,James Brown & The Famous Flames,motown,1
2006,The Capitols,motown,1
2006,J.J. Barnes,motown,1
2006,Kim Weston,motown,1
2005,Stevie Wonder,motown,1
2005,Stevie Wonder,motown,1
2005,Stevie Wonder,motown,1
2002,Stevie Wonder,motown,1
2002,Stevie Wonder,motown,1
2000,The Jackson 5,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1999,Stevie Wonder,motown,1
1998,Tammi Terrell,motown,1
1996,James Brown & The Famous Flames,motown,1
1995,Stevie Wonder,motown,1
1993,High Inergy,motown,1
1992,Eddie Holland,motown,1
1992,Stevie Wonder,motown,1
1990,James Brown & The Famous Flames,motown,1
1987,Stevie Wonder,motown,1
1987,Stevie Wonder,motown,1
1985,Stevie Wonder,motown,1
1985,Stevie Wonder,motown,1
1985,Stevie Wonder,motown,1
1985,Stevie Wonder,motown,1
1984,Stevie Wonder,motown,1
1984,Stevie Wonder,motown,1
1980,Stevie Wonder,motown,1
1980,Stevie Wonder,motown,1
1980,Stevie Wonder,motown,1
1979,Stevie Wonder,motown,1
1976,Stevie Wonder,motown,1
1976,Stevie Wonder,motown,1
1976,Stevie Wonder,motown,1
1976,Stevie Wonder,motown,1
1975,The Jackson 5,motown,1
1974,The Jackson 5,motown,1
1974,Stevie Wonder,motown,1
1974,The Jackson 5,motown,1
1973,Stevie Wonder,motown,1
1973,The Jackson 5,motown,1
1973,Stevie Wonder,motown,1
1973,The Jackson 5,motown,1
1973,The Jackson 5,motown,1
1972,Stevie Wonder,motown,1
1972,Stevie Wonder,motown,1
1972,Stevie Wonder,motown,1
1972,The Jackson 5,motown,1
1972,Stevie Wonder,motown,1
1972,The Jackson 5,motown,1
1971,Stevie Wonder,motown,1
1971,The Jackson 5,motown,1
1971,Stevie Wonder,motown,1
1971,The Jackson 5,motown,1
1970,Stevie Wonder,motown,1
1970,The Jackson 5,motown,1
1970,The Jackson 5,motown,1
1970,Stevie Wonder,motown,1
1970,Stevie Wonder,motown,1
1970,The Jackson 5,motown,1
1970,Stevie Wonder,motown,1
1969,The Jackson 5,motown,1
1969,Stevie Wonder,motown,1
1969,Stevie Wonder,motown,1
1968,Stevie Wonder,motown,1
1968,Stevie Wonder,motown,1
1968,Stevie Wonder,motown,1
1968,Stevie Wonder,motown,1
1968,Stevie Wonder,motown,1
1968,James Brown & The Famous Flames,motown,1
1968,The Monitors,motown,1
1967,James Brown & The Famous Flames,motown,1
1967,Stevie Wonder,motown,1
1967,James Brown & The Famous Flames,motown,1
1967,Darrell Banks,motown,1
1967,Darrell Banks,motown,1
1966,Stevie Wonder,motown,1
1966,Stevie Wonder,motown,1
1966,Bobby Hebb,motown,1
1966,Bobby Hebb,motown,1
1966,James Brown & The Famous Flames,motown,1
1966,James Brown & The Famous Flames,motown,1
1966,Stevie Wonder,motown,1
1966,James Brown & The Famous Flames,motown,1
1966,James Brown & The Famous Flames,motown,1
1966,The Capitols,motown,1
1965,Dobie Gray,motown,1
1964,Stevie Wonder,motown,1
1964,Stevie Wonder,motown,1
1960,James Brown & The Famous Flames,motown,1
2017,Shelby Flint,movie tunes,1
2013,Larry Groce,movie tunes,1
2003,Jason Weaver,movie tunes,1
1997,Mike Douglas,movie tunes,1
2016,Isabella Taviani,mpb,1
2016,Isabella Taviani,mpb,1
2016,Music Box Mania,music box,1
2019,Sweet Little Band,musica para ninos,1
2019,Sweet Little Band,musica para ninos,1
2018,Sweet Little Band,musica para ninos,1
2018,Sweet Little Band,musica para ninos,1
2018,Sweet Little Band,musica para ninos,1
2018,Sweet Little Band,musica para ninos,1
2012,Sweet Little Band,musica para ninos,1
2012,Sweet Little Band,musica para ninos,1
2012,Sweet Little Band,musica para ninos,1
2012,Sweet Little Band,musica para ninos,1
2012,Sweet Little Band,musica para ninos,1
2011,Sweet Little Band,musica para ninos,1
2011,Sweet Little Band,musica para ninos,1
2008,The Messengers,muzica crestina,1
2019,Freddie Hart,nashville sound,1
1996,Chet Atkins,nashville sound,1
1994,Melba Montgomery,nashville sound,1
1980,Larry Gatlin & The Gatlin Brothers,nashville sound,1
1965,Chet Atkins,nashville sound,1
2003,Redbone,native american,1
2003,Redbone,native american,1
1971,Redbone,native american,1
2016,DJ Luke Nasty,nc hip hop,1
2015,DJ Luke Nasty,nc hip hop,1
2012,Driicky Graham,nc hip hop,1
1990,Chi Coltrane,nederpop,1
2017,Train,neo mellow,1
2017,Andy Grammer,neo mellow,1
2017,John Mayer,neo mellow,1
2016,John Legend,neo mellow,1
2016,Train,neo mellow,1
2015,James Bay,neo mellow,1
2015,Andy Grammer,neo mellow,1
2014,Andy Grammer,neo mellow,1
2014,Train,neo mellow,1
2014,John Mayer,neo mellow,1
2013,John Legend,neo mellow,1
2013,John Legend,neo mellow,1
2013,John Mayer,neo mellow,1
2013,John Mayer,neo mellow,1
2013,Jack Johnson,neo mellow,1
2013,Matchbox Twenty,neo mellow,1
2013,Matchbox Twenty,neo mellow,1
2013,Matchbox Twenty,neo mellow,1
2012,Passenger,neo mellow,1
2012,Train,neo mellow,1
2012,Matchbox Twenty,neo mellow,1
2012,Train,neo mellow,1
2012,John Mayer,neo mellow,1
2011,Andy Grammer,neo mellow,1
2011,Andy Grammer,neo mellow,1
2011,Jack Johnson,neo mellow,1
2011,Norah Jones,neo mellow,1
2010,Train,neo mellow,1
2010,Train,neo mellow,1
2010,Plain White T's,neo mellow,1
2010,James Blunt,neo mellow,1
2010,Train,neo mellow,1
2010,Train,neo mellow,1
2010,Train,neo mellow,1
2010,Jack Johnson,neo mellow,1
2010,Plain White T's,neo mellow,1
2009,John Mayer,neo mellow,1
2009,John Mayer,neo mellow,1
2009,John Mayer,neo mellow,1
2008,Thriving Ivory,neo mellow,1
2008,Dave Matthews,neo mellow,1
2008,John Legend,neo mellow,1
2008,Jack Johnson,neo mellow,1
2007,The Last Goodnight,neo mellow,1
2007,Matchbox Twenty,neo mellow,1
2007,James Blunt,neo mellow,1
2007,Jack Johnson,neo mellow,1
2007,Norah Jones,neo mellow,1
2007,Matchbox Twenty,neo mellow,1
2007,Kate Voegele,neo mellow,1
2007,Kate Voegele,neo mellow,1
2007,Secondhand Serenade,neo mellow,1
2006,John Mayer,neo mellow,1
2006,John Mayer,neo mellow,1
2006,John Mayer,neo mellow,1
2006,John Mayer,neo mellow,1
2006,John Legend,neo mellow,1
2006,Keane,neo mellow,1
2006,Jack Johnson,neo mellow,1
2006,Plain White T's,neo mellow,1
2006,Plain White T's,neo mellow,1
2005,Plain White T's,neo mellow,1
2005,James Blunt,neo mellow,1
2005,James Blunt,neo mellow,1
2005,James Blunt,neo mellow,1
2005,Ryan Cabrera,neo mellow,1
2005,Jack Johnson,neo mellow,1
2005,John Legend,neo mellow,1
2005,John Legend,neo mellow,1
2005,John Mayer,neo mellow,1
2004,Keane,neo mellow,1
2004,Ryan Cabrera,neo mellow,1
2004,Ryan Cabrera,neo mellow,1
2004,Norah Jones,neo mellow,1
2003,John Mayer,neo mellow,1
2003,Train,neo mellow,1
2003,John Mayer,neo mellow,1
2003,Train,neo mellow,1
2003,Dishwalla,neo mellow,1
2002,Norah Jones,neo mellow,1
2001,John Mayer,neo mellow,1
2001,John Mayer,neo mellow,1
2001,The Calling,neo mellow,1
2000,Matchbox Twenty,neo mellow,1
2000,Evan And Jaron,neo mellow,1
2000,Matchbox Twenty,neo mellow,1
2000,Nine Days,neo mellow,1
1999,Vertical Horizon,neo mellow,1
1999,Vertical Horizon,neo mellow,1
1999,Vertical Horizon,neo mellow,1
1998,Train,neo mellow,1
1996,Matchbox Twenty,neo mellow,1
1996,Matchbox Twenty,neo mellow,1
1996,Duncan Sheik,neo mellow,1
2009,Bilal,neo r&b,1
2003,Dwele,neo r&b,1
1999,Amel Larrieux,neo r&b,1
2018,Aaron Hall,neo soul,1
2017,Rag'n'Bone Man,neo soul,1
2014,N'Dea Davenport,neo soul,1
2012,Leela James,neo soul,1
2009,K'Jon,neo soul,1
2008,Charles & Eddie,neo soul,1
2008,Charlie Wilson,neo soul,1
2007,India.Arie,neo soul,1
2006,India.Arie,neo soul,1
2006,Heather Headley,neo soul,1
2005,Anthony Hamilton,neo soul,1
2005,Charlie Wilson,neo soul,1
2004,Charlie Wilson,neo soul,1
2003,Anthony Hamilton,neo soul,1
2002,Heather Headley,neo soul,1
2002,Heather Headley,neo soul,1
2002,Anthony Hamilton,neo soul,1
2001,Angie Stone,neo soul,1
2001,India.Arie,neo soul,1
2001,Angie Stone,neo soul,1
2001,Koffee Brown,neo soul,1
1999,Macy Gray,neo soul,1
1999,Angie Stone,neo soul,1
1999,Chico DeBarge,neo soul,1
1997,LSG,neo soul,1
1997,Chico DeBarge,neo soul,1
1996,Kenny Lattimore,neo soul,1
1996,Kenny Lattimore,neo soul,1
1995,Groove Theory,neo soul,1
1995,Groove Theory,neo soul,1
1995,Groove Theory,neo soul,1
1995,Aaron Hall,neo soul,1
1994,Dionne Farris,neo soul,1
1991,Aaron Hall,neo soul,1
1991,Aaron Hall,neo soul,1
1991,Keith Washington,neo soul,1
1986,El DeBarge,neo soul,1
1986,El DeBarge,neo soul,1
2016,Whirlwind,neo-rockabilly,1
2014,George Ezra,neo-singer-songwriter,1
1991,Cause & Effect,neo-synthpop,1
1991,Cause & Effect,neo-synthpop,1
2017,Midland,neo-traditional country,1
2012,Jim Brickman,new age,1
2015,BLV,new french touch,1
2005,Special Generation,new jack smooth,1
2016,Trackfish Music,new jack swing,1
2015,Ralph Tresvant,new jack swing,1
2015,Immature,new jack swing,1
2013,Calloway,new jack swing,1
2013,Milli Vanilli,new jack swing,1
2013,Father MC,new jack swing,1
2011,Milli Vanilli,new jack swing,1
2002,Ruff Endz,new jack swing,1
2001,Public Announcement,new jack swing,1
2001,Public Announcement,new jack swing,1
2000,Ruff Endz,new jack swing,1
1999,Tracie Spencer,new jack swing,1
1999,Tracie Spencer,new jack swing,1
1999,K-Ci,new jack swing,1
1997,Somethin' For The People,new jack swing,1
1997,Somethin' For The People,new jack swing,1
1997,Sam Salter,new jack swing,1
1997,Sam Salter,new jack swing,1
1996,Alfonzo Hunter,new jack swing,1
1996,The Tony Rich Project,new jack swing,1
1996,The Tony Rich Project,new jack swing,1
1996,The Tony Rich Project,new jack swing,1
1996,Men of Vizion,new jack swing,1
1996,Horace Brown,new jack swing,1
1996,Horace Brown,new jack swing,1
1996,For Real,new jack swing,1
1995,A Few Good Men,new jack swing,1
1995,Intro,new jack swing,1
1995,Tony Thompson,new jack swing,1
1995,Portrait,new jack swing,1
1995,Somethin' For The People,new jack swing,1
1993,Intro,new jack swing,1
1993,The Boys,new jack swing,1
1992,Aqil Davidson,new jack swing,1
1992,Portrait,new jack swing,1
1992,Joe Public,new jack swing,1
1992,Joe Public,new jack swing,1
1992,Men At Large,new jack swing,1
1992,Trey Lorenz,new jack swing,1
1992,Chuckii Booker,new jack swing,1
1992,Joe Public,new jack swing,1
1991,Lisa Fischer,new jack swing,1
1991,Lisa Fischer,new jack swing,1
1991,Christopher Williams,new jack swing,1
1990,Nuttin' Nyce,new jack swing,1
1990,Nuttin' Nyce,new jack swing,1
1990,Tracie Spencer,new jack swing,1
1990,Tony Terry,new jack swing,1
1990,Tracie Spencer,new jack swing,1
1990,Tony Terry,new jack swing,1
1990,Tracie Spencer,new jack swing,1
1990,Tracie Spencer,new jack swing,1
1989,Michel'le,new jack swing,1
1989,Michel'le,new jack swing,1
1989,Michel'le,new jack swing,1
1989,Chuckii Booker,new jack swing,1
1988,Milli Vanilli,new jack swing,1
1988,Milli Vanilli,new jack swing,1
1988,Tracie Spencer,new jack swing,1
1988,Tracie Spencer,new jack swing,1
1979,Johnny Kemp,new jack swing,1
2016,Fetty Wap,new jersey rap,1
2016,Fetty Wap,new jersey rap,1
2015,Fetty Wap,new jersey rap,1
2015,Fetty Wap,new jersey rap,1
2015,Fetty Wap,new jersey rap,1
1994,Shaquille O'Neal,new jersey rap,1
1993,Shaquille O'Neal,new jersey rap,1
1993,Apache,new jersey rap,1
1992,Shaquille O'Neal,new jersey rap,1
2016,Young Greatness,new orleans rap,1
2012,Swing Out Sister,new romantic,1
2010,Bros,new romantic,1
2009,Swing Out Sister,new romantic,1
2009,Limahl,new romantic,1
2009,Limahl,new romantic,1
2005,Swing Out Sister,new romantic,1
1995,Flash and the Pan,new romantic,1
1989,Swing Out Sister,new romantic,1
1989,Kon Kan,new romantic,1
2006,After The Fire,new wave,1
1989,The Call,new wave,1
1983,The Call,new wave,1
1979,After The Fire,new wave,1
2018,Debbie Gibson,new wave pop,1
2018,Debbie Gibson,new wave pop,1
2015,Patty Smyth,new wave pop,1
2011,Kim Carnes,new wave pop,1
2011,Kim Carnes,new wave pop,1
2011,Kim Carnes,new wave pop,1
2011,Kim Carnes,new wave pop,1
2011,Kim Carnes,new wave pop,1
2011,Kim Carnes,new wave pop,1
2010,Katrina & The Waves,new wave pop,1
2010,Boy Meets Girl,new wave pop,1
2007,Fairground Attraction,new wave pop,1
2006,Miami Sound Machine,new wave pop,1
2004,Five Star,new wave pop,1
2004,Five Star,new wave pop,1
1998,Five Star,new wave pop,1
1998,Robbie Nevil,new wave pop,1
1998,Robbie Nevil,new wave pop,1
1998,Robbie Nevil,new wave pop,1
1998,Robbie Nevil,new wave pop,1
1997,Toni Basil,new wave pop,1
1997,Toni Basil,new wave pop,1
1996,Donna Lewis,new wave pop,1
1996,Donna Lewis,new wave pop,1
1994,Five Star,new wave pop,1
1993,Kim Carnes,new wave pop,1
1993,Kim Carnes,new wave pop,1
1993,Kim Carnes,new wave pop,1
1992,4 Non Blondes,new wave pop,1
1992,Tasmin Archer,new wave pop,1
1992,Neneh Cherry,new wave pop,1
1991,Chesney Hawkes,new wave pop,1
1991,Julian Mendelsohn,new wave pop,1
1989,Neneh Cherry,new wave pop,1
1989,Debbie Gibson,new wave pop,1
1989,Neneh Cherry,new wave pop,1
1989,Debbie Gibson,new wave pop,1
1989,Neneh Cherry,new wave pop,1
1989,Debbie Gibson,new wave pop,1
1989,Debbie Gibson,new wave pop,1
1989,Jane Child,new wave pop,1
1989,Jane Child,new wave pop,1
1989,Holly Johnson,new wave pop,1
1989,Julian Lennon,new wave pop,1
1988,Robbie Nevil,new wave pop,1
1988,Tiffany,new wave pop,1
1988,Boy Meets Girl,new wave pop,1
1988,Tiffany,new wave pop,1
1988,Eighth Wonder,new wave pop,1
1988,Eighth Wonder,new wave pop,1
1988,The Adventures,new wave pop,1
1987,Tiffany,new wave pop,1
1987,Tiffany,new wave pop,1
1987,Tiffany,new wave pop,1
1987,Tiffany,new wave pop,1
1987,Danny Wilson,new wave pop,1
1987,Debbie Gibson,new wave pop,1
1987,Debbie Gibson,new wave pop,1
1987,Debbie Gibson,new wave pop,1
1987,Debbie Gibson,new wave pop,1
1987,Debbie Gibson,new wave pop,1
1987,Mel & Kim,new wave pop,1
1986,Robbie Nevil,new wave pop,1
1986,Debbie Harry,new wave pop,1
1986,Robbie Nevil,new wave pop,1
1986,Kim Carnes,new wave pop,1
1986,Julian Lennon,new wave pop,1
1986,Debbie Harry,new wave pop,1
1985,Miami Sound Machine,new wave pop,1
1985,Miami Sound Machine,new wave pop,1
1985,Katrina & The Waves,new wave pop,1
1985,Feargal Sharkey,new wave pop,1
1985,Katrina & The Waves,new wave pop,1
1985,Katrina & The Waves,new wave pop,1
1985,Katrina & The Waves,new wave pop,1
1984,Julian Lennon,new wave pop,1
1984,Julian Lennon,new wave pop,1
1984,Julian Lennon,new wave pop,1
1984,Julian Lennon,new wave pop,1
1984,Miami Sound Machine,new wave pop,1
1983,Matthew Wilder,new wave pop,1
1983,Matthew Wilder,new wave pop,1
1982,Kim Carnes,new wave pop,1
1982,Patty Smyth,new wave pop,1
1982,Scandal,new wave pop,1
1982,Patty Smyth,new wave pop,1
1982,Patty Smyth,new wave pop,1
1982,Patty Smyth,new wave pop,1
1982,Scandal,new wave pop,1
1981,Kim Carnes,new wave pop,1
1981,Debbie Harry,new wave pop,1
1981,Kim Carnes,new wave pop,1
1981,Debbie Harry,new wave pop,1
1981,Kim Carnes,new wave pop,1
1980,Murray Head,new wave pop,1
2018,Spyder Turner,northern soul,1
2016,Shirley Ellis,northern soul,1
2016,Shirley Ellis,northern soul,1
2016,Shirley Ellis,northern soul,1
2016,Lou Johnson,northern soul,1
2015,The Newbeats,northern soul,1
2015,Joe Tex,northern soul,1
2015,Lou Johnson,northern soul,1
2014,Joe Tex,northern soul,1
2013,Joe Tex,northern soul,1
2013,Darrow Fletcher,northern soul,1
2011,Joe Tex,northern soul,1
2011,The Newbeats,northern soul,1
2011,The Newbeats,northern soul,1
2011,The Newbeats,northern soul,1
2011,The Newbeats,northern soul,1
2011,The Newbeats,northern soul,1
2010,The Sapphires,northern soul,1
2009,Joe Tex,northern soul,1
2008,The Newbeats,northern soul,1
2007,Joe Tex,northern soul,1
2007,Joe Tex,northern soul,1
2006,Spyder Turner,northern soul,1
2005,Tony Clarke,northern soul,1
2005,Fred Hughes,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
2000,Joe Tex,northern soul,1
1999,The Sapphires,northern soul,1
1993,Fred Hughes,northern soul,1
1993,Garnet Mimms,northern soul,1
1977,Eloise Laws,northern soul,1
1977,Eloise Laws,northern soul,1
1972,Nolan Porter,northern soul,1
1972,Nolan Porter,northern soul,1
1969,Joe Tex,northern soul,1
1969,Joe Tex,northern soul,1
1969,The Flirtations,northern soul,1
1969,Joe Tex,northern soul,1
1969,Joe Tex,northern soul,1
1967,Shirley Ellis,northern soul,1
1966,Garnet Mimms,northern soul,1
1966,Garnet Mimms,northern soul,1
1966,Garnet Mimms,northern soul,1
1965,Joe Tex,northern soul,1
2005,Fort Minor,nu metal,1
2005,Fort Minor,nu metal,1
2014,I Prevail,nu-metalcore,1
2015,Dawin,nyc pop,1
2014,Bobby Shmurda,nyc rap,1
2009,Ron Browz,nyc rap,1
2000,Bravehearts,nyc rap,1
2001,DJ Kool,old school hip hop,1
1996,DJ Kool,old school hip hop,1
2009,Susan Boyle,operatic pop,1
2009,Susan Boyle,operatic pop,1
2003,Josh Groban,operatic pop,1
2018,Royal Philharmonic Orchestra,orchestra,1
2018,Royal Philharmonic Orchestra,orchestra,1
2018,Royal Philharmonic Orchestra,orchestra,1
2009,Pat Green,outlaw country,1
2006,Pat Green,outlaw country,1
2003,Pat Green,outlaw country,1
1998,DERYL DODD,outlaw country,1
2019,Tiny Tim,outsider,1
2019,Tiny Tim,outsider,1
1999,Mrs. Miller,outsider,1
1999,Mrs. Miller,outsider,1
1968,Tiny Tim,outsider,1
1977,Brainstorm,p funk,1
2010,Notorious,paracana,1
2017,Coldplay,permanent wave,1
2017,Green Day,permanent wave,1
2017,Green Day,permanent wave,1
2015,Coldplay,permanent wave,1
2015,Coldplay,permanent wave,1
2014,Coldplay,permanent wave,1
2014,Coldplay,permanent wave,1
2014,Coldplay,permanent wave,1
2012,Green Day,permanent wave,1
2011,Coldplay,permanent wave,1
2011,Coldplay,permanent wave,1
2011,Coldplay,permanent wave,1
2011,Coldplay,permanent wave,1
2010,Coldplay,permanent wave,1
2010,Eddie Vedder,permanent wave,1
2009,Green Day,permanent wave,1
2009,Green Day,permanent wave,1
2008,Coldplay,permanent wave,1
2008,Coldplay,permanent wave,1
2008,Lenny Kravitz,permanent wave,1
2007,Green Day,permanent wave,1
2007,Sting,permanent wave,1
2005,Coldplay,permanent wave,1
2005,Coldplay,permanent wave,1
2005,Coldplay,permanent wave,1
2004,Green Day,permanent wave,1
2004,Lenny Kravitz,permanent wave,1
2004,Green Day,permanent wave,1
2004,Lenny Kravitz,permanent wave,1
2004,Lenny Kravitz,permanent wave,1
2002,Coldplay,permanent wave,1
2002,Sting,permanent wave,1
2001,Lenny Kravitz,permanent wave,1
2000,Coldplay,permanent wave,1
2000,Lenny Kravitz,permanent wave,1
2000,Lenny Kravitz,permanent wave,1
2000,Lenny Kravitz,permanent wave,1
1999,Sting,permanent wave,1
1998,Lenny Kravitz,permanent wave,1
1998,Lenny Kravitz,permanent wave,1
1996,Sting,permanent wave,1
1996,Sting,permanent wave,1
1996,Sting,permanent wave,1
1995,Lenny Kravitz,permanent wave,1
1995,Lenny Kravitz,permanent wave,1
1994,Sting,permanent wave,1
1993,Sting,permanent wave,1
1993,Sting,permanent wave,1
1991,Lenny Kravitz,permanent wave,1
1991,Lenny Kravitz,permanent wave,1
1991,Sting,permanent wave,1
1989,Lenny Kravitz,permanent wave,1
1987,Sting,permanent wave,1
1987,Sting,permanent wave,1
1985,Sting,permanent wave,1
1985,Sting,permanent wave,1
1985,Sting,permanent wave,1
1985,Sting,permanent wave,1
1979,Ramones,permanent wave,1
1979,Ramones,permanent wave,1
1979,Ramones,permanent wave,1
2018,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2017,Lil Uzi Vert,philly rap,1
2016,Lil Uzi Vert,philly rap,1
2016,Lil Uzi Vert,philly rap,1
2004,Young Gunz,philly rap,1
2001,Philly's Most Wanted,philly rap,1
2016,Len Barry,philly soul,1
2010,Len Barry,philly soul,1
2009,Len Barry,philly soul,1
2009,Len Barry,philly soul,1
2008,Len Barry,philly soul,1
2001,Patty & The Emblems,philly soul,1
1976,Double Exposure,philly soul,1
1968,Fantastic Johnny C,philly soul,1
1968,Fantastic Johnny C,philly soul,1
1968,Fantastic Johnny C,philly soul,1
1968,Fantastic Johnny C,philly soul,1
2018,Leonard Cook,pianissimo,1
2017,Molotov Cocktail Piano,piano cover,1
2016,Molotov Cocktail Piano,piano cover,1
2013,Piano Tribute Players,piano cover,1
2012,Piano Tribute Players,piano cover,1
2011,Piano Tribute Players,piano cover,1
2011,Piano Tribute Players,piano cover,1
2010,Piano Tribute Players,piano cover,1
2010,Piano Tribute Players,piano cover,1
2007,Piano Tribute Players,piano cover,1
2015,Keith Martin,pinoy praise,1
2019,Khalid,pop,1
2018,Travis Scott,pop,1
2018,Cardi B,pop,1
2018,Khalid,pop,1
2018,Travis Scott,pop,1
2018,Khalid,pop,1
2018,Travis Scott,pop,1
2018,Cardi B,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Travis Scott,pop,1
2018,Maroon 5,pop,1
2018,The Carters,pop,1
2018,The Carters,pop,1
2018,The Carters,pop,1
2018,The Carters,pop,1
2018,Cardi B,pop,1
2018,Cardi B,pop,1
2018,Cardi B,pop,1
2018,Cardi B,pop,1
2018,Calum Scott,pop,1
2017,Bryce Vine,pop,1
2017,Michael Jackson,pop,1
2017,Ed Sheeran,pop,1
2017,H.E.R.,pop,1
2017,Khalid,pop,1
2017,Ed Sheeran,pop,1
2017,Sam Smith,pop,1
2017,Travis Scott,pop,1
2017,Travis Scott,pop,1
2017,Travis Scott,pop,1
